KP Tracker ID,Region,Tracker District,KP Tracker Subcounty,KP Tracker Service outlet,KP Tracker Mechanism name,DATIM,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name (DAPTS List),COP  Mechanism ID,Agency,Period,Comment,IP Response to column P,PREP _NEW Overall Total,PREP_NEW  Total Female,PREP_NEW  Total Male,"(15 - 19) Years, Female","(15 - 19) Years, Male","20-24 Years, Female","20-24 Years, Male","Female, 25 - 29 years","Male, 25 - 29 years","Female, 30-34 years","Male, 30-34 years","Female, 35-39 years","Male, 35-39 years","Female, 40 - 44 years","Male, 40 - 44 years","Female, 45 - 49 years","Male, 45 - 49 years","50+ Years, Female","50+ Years, Male",Total KP received PReP_NEW,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Oral,Injectable,Other including Ring,Ring,Event driven prep,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees) ",Fishing communities ,"Military and other uniformed services (including police, border guards, and security workers),Female ","Mobile Populations (e.g., migrant workers, truck drivers) ",Non-injecting drug users,Discordant Couples,Others
Bunyoro,Buliisa District,Biiso Subcounty,EPMb6dGjqnz,Biiso HC IV,CoP23 - Baylor_Hoima Region,E8aT3BS1IRT,EPMb6dGjqnz,Buliisa District,Biiso Town Council,Biiso HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,120,50,70,9,3,28,16,8,17,1,6,3,12,1,6,0,7,0,3,45,1,0,44,0,0,0,0,16,104,118,0,0,0,0,9,14,0,39,0,6,0,0,2
Bunyoro,Hoima City,Nyakambugu Ward,pefIQOO4szC,Buhanika HC III,CoP23 - Baylor_Hoima Region,eczeWtJtek4,pefIQOO4szC,Hoima City,Hoima East Division,Buhanika HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunyoro,Buliisa District,Buliisa Town Council,TEGhWFDGruu,Buliisa HC IV,CoP23 - Baylor_Hoima Region,mrN3k0dEKdQ,TEGhWFDGruu,Buliisa District,Buliisa Town Council,Buliisa HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,92,57,35,12,8,25,8,8,13,7,5,3,0,1,0,1,1,0,0,13,0,0,13,0,0,12,12,21,72,91,0,0,0,0,23,0,0,24,0,0,0,2,1
Bunyoro,Hoima District,Buseruka Subcounty,ccVG52jNm8D,Buseruka HC III,CoP23 - Baylor_Hoima Region,YpQfDFOoadu,ccVG52jNm8D,Hoima District,Buseruka Subcounty,Buseruka HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,112,50,62,7,3,17,21,19,19,6,5,0,1,1,8,0,1,0,4,50,0,0,44,0,6,0,0,9,100,109,0,1,0,0,0,48,0,1,4,0,2,2,0
Bunyoro,Hoima District,Buhanika Subcounty,VyKflstsoTt,Butema HC III,CoP23 - Baylor_Hoima Region,JYwplZ7bq2f,VyKflstsoTt,Hoima District,Buhanika Subcounty,Butema HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,248,201,47,29,3,65,8,76,15,19,10,6,7,2,4,4,0,0,0,206,0,0,206,0,0,0,0,0,246,247,0,0,0,0,0,42,0,0,0,0,0,0,0
Bunyoro,Masindi District,Bwijanga Subcounty,ap3Cu39yPkF,Bwijanga HC IV,CoP23 - Baylor_Hoima Region,w2o4JO1Dn15,ap3Cu39yPkF,Masindi District,Bwijanga Subcounty,Bwijanga HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,102,83,19,20,1,30,11,26,6,5,0,1,1,0,0,1,0,0,0,68,0,0,68,0,0,0,0,3,99,102,0,0,0,0,14,3,0,0,0,1,0,2,0
Bunyoro,Kiryandongo District,Mutunda Subcounty,xO0dHAa2wFK,Diima HC III,CoP23 - Baylor_Hoima Region,yh3A24akxee,xO0dHAa2wFK,Kiryandongo District,Diima Subcounty,Diima HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,14,14,0,3,0,4,0,4,0,1,0,2,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunyoro,Hoima District,Kitoba Subcounty,aPr9XQM36Dn,Dwoli HC III,CoP23 - Baylor_Hoima Region,GTKIxdnfco1,aPr9XQM36Dn,Hoima District,Kitoba Subcounty,Dwoli HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,473,315,158,74,16,131,43,69,47,34,38,6,6,1,5,0,1,0,2,311,0,0,311,0,0,0,0,1,471,469,0,0,0,0,5,153,0,0,0,2,0,0,2
Bunyoro,Hoima City,Central Ward,o7OluoErEud,Hoima Police HC III,CoP23 - Baylor_Hoima Region,StAQ7C17vR6,o7OluoErEud,Hoima City,Hoima East Division,Hoima Police HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,373,206,167,63,26,100,52,19,38,14,24,8,8,1,13,0,4,1,2,159,1,0,158,0,0,0,0,1,375,371,0,0,0,0,45,121,0,0,2,6,3,0,1
Bunyoro,Kakumiro District,Igayaza Town Council,QP3xbv4C32B,Igayaza HC II,CoP23 - Baylor_Hoima Region,pwFOHEVyORB,QP3xbv4C32B,Kakumiro District,Igayaza Town Council,Igayaza HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,70,63,7,23,0,28,3,8,3,4,0,0,0,0,0,0,0,0,1,60,0,0,60,0,0,0,0,0,70,70,0,0,0,0,3,8,0,0,0,0,0,0,0
Bunyoro,Kagadi District,Kyanaisoke Subcounty,v7vSvHb7QUU,Isunga HC III,CoP23 - Baylor_Hoima Region,gig9MRSL4oe,v7vSvHb7QUU,Kagadi District,Kyanaisoke Subcounty,Isunga HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,18,16,2,6,0,8,1,1,1,1,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,1,17,18,0,0,0,0,0,2,0,0,0,0,0,0,0
Bunyoro,Kikuube District,Kabwoya Subcounty,zdhmUkPsGjH,Kabwoya HC III,CoP23 - Baylor_Hoima Region,mXyoJqQCqtt,zdhmUkPsGjH,Kikuube District,Kabwoya Subcounty,Kabwoya HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,63,57,6,10,0,31,0,10,3,4,1,2,1,0,1,0,0,0,0,56,0,0,56,0,0,0,0,0,63,63,0,0,0,0,0,1,0,0,0,1,0,3,1
Bunyoro,Kagadi District,Kagadi Town Council,JLUfWD5Q5jB,Kagadi Hospital,CoP23 - Baylor_Hoima Region,pCgzWxrDL9n,JLUfWD5Q5jB,Kagadi District,Kagadi Town Council,Kagadi Hospital,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,150,112,38,29,3,54,11,19,8,2,6,2,3,4,4,2,0,0,3,55,0,0,55,0,0,0,0,28,122,150,0,0,0,0,45,26,0,0,4,0,0,20,0
Bunyoro,Kakumiro District,Kakindo Town Council (Kakumiro District),KHdENRAXOQJ,Kakindo HC IV,CoP23 - Baylor_Hoima Region,R3ctlDrMOhU,KHdENRAXOQJ,Kakumiro District,Kakindo Town Council,Kakindo HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,16,16,0,3,0,7,0,4,0,1,0,0,0,0,0,0,0,1,0,17,0,0,17,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunyoro,Kakumiro District,Kakumiro Town Council,aLPsQWPEMFT,Kakumiro HC IV,CoP23 - Baylor_Hoima Region,lnnMkUKP1aJ,aLPsQWPEMFT,Kakumiro District,Kakumiro Town Council,Kakumiro HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,99,63,36,16,4,33,9,10,13,1,2,2,4,0,1,1,2,0,1,17,0,0,17,0,0,0,0,4,95,97,0,0,0,0,35,28,0,0,0,0,0,11,8
Bunyoro,Kibaale District,Kibaale Town Council,hHaqQ2NBBOs,Kibaale HC IV,CoP23 - Baylor_Hoima Region,QewKgSIF3wy,hHaqQ2NBBOs,Kibaale District,Kibaale Town Council,Kibaale HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,104,70,34,25,1,29,8,7,8,3,11,2,2,3,1,1,2,0,1,14,0,0,14,0,0,0,0,12,94,102,0,0,0,0,55,30,0,0,0,0,0,7,0
Bunyoro,Hoima District,Kigorobya Town Council,GUAwRRqngNN,Kigorobya HC IV,CoP23 - Baylor_Hoima Region,JptFHY9HjMv,GUAwRRqngNN,Hoima District,Kigorobya Town Council,Kigorobya HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,170,122,48,32,3,48,11,21,15,14,5,5,8,0,4,1,2,1,0,86,0,0,86,0,0,1,1,1,169,166,0,0,0,0,27,10,0,24,0,4,0,6,0
Bunyoro,Kiryandongo District,Kigumba Subcounty,csFo3Bw4oTt,Kigumba HC III,CoP23 - Baylor_Hoima Region,v1t1kHXSeT5,csFo3Bw4oTt,Kiryandongo District,Kigumba Subcounty,Kigumba HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,54,32,22,3,3,9,2,12,6,3,7,4,2,1,0,0,2,0,0,32,0,0,32,0,0,0,0,0,54,54,0,0,0,0,0,15,0,0,0,0,0,0,0
Bunyoro,Buliisa District,Kigwera Subcounty,Qk1XgoxFmuU,Kigwera HC III,CoP23 - Baylor_Hoima Region,aGRT2pbF2Fn,Qk1XgoxFmuU,Buliisa District,Kigwera Subcounty,Kigwera HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,34,27,7,6,2,10,0,4,4,5,1,0,0,2,0,0,0,0,0,21,0,0,21,0,0,1,1,22,12,33,0,0,0,0,1,0,0,6,1,0,0,0,4
Bunyoro,Kikuube District,Kiziranfumbi Subcounty,ZyIU7Z6NxVX,Kikuube HC IV,CoP23 - Baylor_Hoima Region,TUgHTnPUrss,ZyIU7Z6NxVX,Kikuube District,Kikuube Town Council,Kikuube HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,127,101,26,22,1,59,3,15,11,3,10,2,1,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,127,125,0,1,0,0,56,20,0,0,0,0,0,0,1
Bunyoro,Masindi District,Kimengo Subcounty,u9ESrcugDMJ,Kimengo HC III,CoP23 - Baylor_Hoima Region,xXvlKIKrv5z,u9ESrcugDMJ,Masindi District,Kimengo Subcounty,Kimengo HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,15,7,8,2,0,1,1,2,1,1,3,1,1,0,2,0,0,0,0,5,0,0,5,0,0,0,0,0,15,15,0,0,0,0,2,0,0,0,0,6,0,0,0
Bunyoro,Kiryandongo District,Kiryandongo Town Council,kzFJJnKcISy,Kiryandongo Hospital,CoP23 - Baylor_Hoima Region,pFtgw1L4q9V,kzFJJnKcISy,Kiryandongo District,Kiryandongo Town Council,Kiryandongo Hospital,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,9,3,6,0,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,9,0,0,0,0,0,2,0,0,0,0,0,1,1
Bunyoro,Kakumiro District,Kisiita Town Council,TIJcUNU05Ao,Kisiita HC III,CoP23 - Baylor_Hoima Region,A7j9S7UIJxN,TIJcUNU05Ao,Kakumiro District,Kisiita Town Council,Kisiita HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,56,49,7,14,1,21,4,10,2,3,0,1,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,56,56,0,0,0,0,12,1,0,0,0,0,9,0,0
Bunyoro,Kikuube District,Kyangwali Subcounty,gQKXvT7RNVU,Kyangwali HC IV,CoP23 - Baylor_Hoima Region,IiqV6hIF1sg,gQKXvT7RNVU,Kikuube District,Kyangwali Subcounty,Kyangwali HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,59,50,9,9,0,33,3,7,3,1,0,0,0,0,1,0,1,0,1,29,0,0,29,0,0,0,0,8,51,59,0,0,0,0,20,3,0,0,0,0,0,6,0
Bunyoro,Kagadi District,Kyaterekera Subcounty,aVULsV9e3Gf,Kyaterekera HC III,CoP23 - Baylor_Hoima Region,fWcEUCcFe1I,aVULsV9e3Gf,Kagadi District,Kyaterekera Subcounty,Kyaterekera HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,152,74,78,7,7,24,6,12,15,17,13,5,14,6,10,2,4,1,9,36,0,0,36,0,0,0,0,0,152,152,0,0,0,0,13,21,0,79,0,0,0,1,0
Bunyoro,Masindi District,Pakanyi Subcounty,g8JZTLexaAr,Kyatiri HC III,CoP23 - Baylor_Hoima Region,LGSdKllmvIF,g8JZTLexaAr,Masindi District,Kyatiri Town Council,Kyatiri HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,61,60,1,17,0,30,1,7,0,6,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,62,62,0,0,0,0,26,0,0,0,0,0,0,2,0
Bunyoro,Kibaale District,Kyebando Subcounty,vgRXnM3VETo,Kyebando HC III,CoP23 - Baylor_Hoima Region,wY74p9ivLWm,vgRXnM3VETo,Kibaale District,Kyebando Subcounty,Kyebando HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,34,33,1,4,0,16,1,9,0,3,0,1,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,34,34,0,0,0,0,11,1,0,0,0,0,0,0,0
Bunyoro,Kagadi District,Mabaale Town Council,b5Ty8QKKPVI,Mabaale HC III,CoP23 - Baylor_Hoima Region,ysrXkMmMG2t,b5Ty8QKKPVI,Kagadi District,Mabaale Town Council,Mabaale HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,33,18,15,2,3,9,4,5,6,2,2,0,0,0,0,0,0,0,0,33,2,0,30,1,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunyoro,Masindi District,Central Division (Masindi MC),esxeUWbV3si,Masindi Hospital,CoP23 - Baylor_Hoima Region,Zvv3bROMzcs,esxeUWbV3si,Masindi District,Central Division,Masindi Hospital,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,115,83,32,14,0,31,10,21,11,10,4,7,2,0,2,0,1,0,2,76,0,0,76,0,0,0,0,19,95,114,0,0,0,0,1,19,0,0,5,4,0,9,0
Bunyoro,Hoima District,Kyabigambire Subcounty,vHdz34TAaT3,Mparangasi HC III,CoP23 - Baylor_Hoima Region,RJsaBZvZbEQ,vHdz34TAaT3,Hoima District,Kyabigambire Subcounty,Mparangasi HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,63,39,24,13,1,18,6,5,4,2,7,1,2,0,4,0,0,0,0,24,0,0,24,0,0,0,0,1,62,63,0,0,0,0,14,12,0,0,1,5,0,1,1
Bunyoro,Kagadi District,Mpeefu Subcounty,Vcm6CgzPxe3,Mpeefu B HC III,CoP23 - Baylor_Hoima Region,WVdfdA3IPwo,Vcm6CgzPxe3,Kagadi District,Mpeefu Subcounty,Mpeefu B HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,300,157,143,44,7,46,22,21,37,23,33,12,21,9,9,1,7,1,7,86,0,0,86,0,0,0,0,0,300,300,0,0,0,0,53,1,0,160,0,0,0,0,0
Bunyoro,Kibaale District,Mugarama Subcounty,JmHLIGnm4TQ,Mugarama HC III,CoP23 - Baylor_Hoima Region,JRyClPXEVK6,JmHLIGnm4TQ,Kibaale District,Mugarama Subcounty,Mugarama HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,67,62,5,14,0,32,1,14,0,2,3,0,0,0,0,0,0,0,1,53,0,0,53,0,0,0,0,0,66,67,0,0,0,0,9,1,0,0,0,0,0,4,0
Bunyoro,Kakumiro District,Nalweyo Subcounty,uXgyniUkd0D,Nalweyo HC III,CoP23 - Baylor_Hoima Region,cfa8VK58DQo,uXgyniUkd0D,Kakumiro District,Nalweyo Town Council,Nalweyo HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,80,71,9,10,0,41,0,17,7,2,2,1,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,32,46,80,0,0,0,0,15,9,0,0,0,0,0,0,1
Bunyoro,Kakumiro District,Nkooko Subcounty,ZwTCkOzJUwa,Nkooko HC III,CoP23 - Baylor_Hoima Region,BkInrn0Bdkn,ZwTCkOzJUwa,Kakumiro District,Nkooko Town Council,Nkooko HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,84,59,25,20,3,23,9,9,3,6,7,1,3,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,84,84,0,0,0,0,18,25,0,0,0,0,0,0,0
Bunyoro,Kiryandongo District,Bweyale Town Council,rfk0AEPFYk5,Nyakadoti HC II,CoP23 - Baylor_Hoima Region,rqy55F2sPNv,rfk0AEPFYk5,Kiryandongo District,Bweyale Town Council,Nyakadoti HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,272,228,44,21,1,90,12,57,9,32,7,19,7,8,3,0,2,1,3,228,0,0,228,0,0,0,0,3,269,272,0,0,0,0,0,44,0,0,0,0,0,0,0
Bunyoro,Kiryandongo District,Bweyale Town Council,a3qKoIZXK3t,Panyadoli HC III,CoP23 - Baylor_Hoima Region,PCkQKnLDg7k,a3qKoIZXK3t,Kiryandongo District,Bweyale Town Council,Panyadoli HC IV,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,87,43,44,3,3,9,7,18,11,3,4,3,7,6,2,1,6,0,4,44,0,0,44,0,0,0,0,0,86,87,0,0,0,0,0,35,0,0,0,0,0,8,0
Bunyoro,Kikuube District,Kabwoya Subcounty,Xa2GHu3YN8X,Sebigoro HC III,CoP23 - Baylor_Hoima Region,jzlOmyafjZ7,Xa2GHu3YN8X,Kikuube District,Kabwoya Subcounty,Sebigoro HC III,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,145,57,88,10,9,16,22,13,24,3,14,6,7,3,6,4,3,2,3,22,0,0,22,0,0,0,0,19,126,146,0,0,0,0,0,0,0,123,0,0,0,0,0
Bunyoro,Masindi District,Central Division (Masindi MC),GndRfUWcoQL,TASO Masindi Special Clinic,CoP23 - Baylor_Hoima Region,hysZZUwpg3s,GndRfUWcoQL,Masindi District,Central Division,TASO Masindi Special Clinic,Baylor_Hoima Region,81977,CDC,Oct-Dec 2024,,,150,86,64,14,5,38,21,19,18,9,6,2,6,2,3,1,0,1,5,84,20,0,64,0,0,0,0,15,135,150,0,0,0,0,17,10,0,6,0,18,0,4,0
Acholi,Gulu City,Gulu East,QDc7Wijvfca,Gulu Regional Referral Hospital,CoP23 - G2G Gulu,NvlPFjiZQkr,QDc7Wijvfca,Gulu City,Laroo Pece Division,Gulu Regional Referral Hospital,G2G Gulu,87626,USAID,Oct-Dec 2024,,,309,228,81,15,11,48,12,71,32,46,9,31,6,12,7,4,2,1,2,289,63,0,220,6,0,0,0,23,287,308,2,0,0,0,2,1,0,0,0,0,0,16,2
Busoga,Jinja City,Central Division (Jinja MC),SZS6IdnTKZR,Jinja Regional Referral Hospital,CoP23 - G2G Jinja,abQyYyzW2ae,SZS6IdnTKZR,Jinja City,Jinja South Division,Jinja Regional Referral Hospital,G2G Jinja,160728,USAID,Oct-Dec 2024,,,169,91,78,6,5,32,23,22,20,23,17,7,9,0,2,1,2,0,0,166,56,0,88,22,0,0,0,0,189,187,0,0,0,0,1,0,0,5,3,3,0,0,0
Kigezi,Kabale District,Central Division (Kabale MC),K2BGHpaUluP,Kabale Regional Referral Hospital,CoP23 - G2G Kabale,UoY4fvkmhMG,K2BGHpaUluP,Kabale District,Central Division,Kabale Regional Referral Hospital,G2G Kabale,87627,USAID,Oct-Dec 2024,,,21,13,8,1,0,6,1,2,2,2,4,1,1,1,0,0,0,0,0,8,0,0,8,0,0,0,0,18,4,21,0,0,0,0,0,0,0,0,0,5,0,7,0
Lango,Lira City,Adyel Division,cK5namCwmbW,Lira Regional Referral Hospital,CoP23 - G2G Lira,EdzJdGrq3BP,cK5namCwmbW,Lira City,Lira West Division,Lira Regional Referral Hospital,G2G Lira,85000,USAID,Oct-Dec 2024,,,690,593,97,46,8,253,29,172,26,74,16,26,5,11,7,6,3,5,3,581,0,0,581,0,0,2,2,95,653,738,0,0,0,0,0,96,0,0,0,0,16,45,1
Bugisu,Mbale City,Northern Division (Mbale MC),HpJYuf9iyz2,Mbale Regional Referral Hospital,CoP23 - G2G Mbale,FbVJ3m0Dnwi,HpJYuf9iyz2,Mbale City,Northern Division,Mbale Regional Referral Hospital,G2G Mbale,85001,USAID,Oct-Dec 2024,,,378,254,124,25,9,81,24,69,31,30,29,24,14,16,9,8,6,1,2,377,118,0,254,5,0,0,0,0,377,378,0,0,0,0,0,0,0,0,0,0,1,0,0
Ankole,Mbarara City,Kamukuzi Division,ZpJgSAyZtkl,Mbarara Regional Referral Hospital,CoP23 - G2G Mbarara,Ne1MhGIq0l9,ZpJgSAyZtkl,Mbarara City,Mbarara North Division,Mbarara Regional Referral Hospital,G2G Mbarara,160727,USAID,Oct-Dec 2024,,,608,414,194,134,21,254,72,14,51,8,22,2,14,1,5,1,7,0,2,467,68,0,391,8,0,1,1,57,551,604,0,0,0,0,7,69,0,0,2,35,0,18,1
South Central,Bukomansimbi District,Bigasa Subcounty,HW6fE9RYBjI,Bigasa HC III,CoP23 - IDI_Masaka Wakiso Region,GIpNnMFZyLL,HW6fE9RYBjI,Bukomansimbi District,Bigasa Subcounty,Bigasa HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,55,15,40,0,0,1,2,3,8,4,3,5,9,1,3,1,1,0,14,13,0,3,10,0,0,3,3,7,48,55,0,0,0,0,0,14,0,0,0,12,0,8,0
South Central,Kalangala District,Bubeke Subcounty,ADhJXGIcCND,Bubeke HC III,CoP23 - IDI_Masaka Wakiso Region,SWajMebjDZf,ADhJXGIcCND,Kalangala District,Bubeke Subcounty,Bubeke HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,93,45,48,2,2,10,3,14,7,11,5,7,6,1,11,0,9,0,5,19,0,0,19,0,0,0,0,0,93,28,0,0,0,0,0,0,0,74,0,0,0,0,0
South Central,Kalangala District,Bufumira Subcounty,mWaRCpc5hPU,Bufumira HC III,CoP23 - IDI_Masaka Wakiso Region,aEXj9xlIjiH,mWaRCpc5hPU,Kalangala District,Bufumira Subcounty,Bufumira HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,69,15,54,1,1,1,6,4,8,5,8,4,9,0,10,0,2,0,10,7,0,0,7,0,0,0,0,0,69,68,0,0,0,0,0,9,0,52,0,0,0,0,0
South Central,Masaka District,Bukakata Subcounty,aukuvrCNcqR,Bukakata HC III,CoP23 - IDI_Masaka Wakiso Region,q7Waub7n5pT,aukuvrCNcqR,Masaka District,Bukakata Subcounty,Bukakata HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,83,26,57,0,4,8,12,4,9,6,6,5,10,2,5,1,6,0,5,23,0,0,23,0,0,0,0,9,74,83,0,0,0,0,0,6,0,49,2,2,0,1,0
South Central,Kalangala District,Kyamuswa Subcounty,NKcfhEUaMHx,Bukasa HC IV,CoP23 - IDI_Masaka Wakiso Region,XbqGSiB2mi6,NKcfhEUaMHx,Kalangala District,Kyamuswa Subcounty,Bukasa HC IV,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,46,27,19,5,0,6,4,6,3,5,2,4,5,1,3,0,1,0,1,14,0,0,14,0,0,0,0,4,42,45,0,0,0,0,2,12,0,12,0,0,0,5,0
South Central,Masaka City,Kabonera Subcounty,GlyS73YI733,Bukoto HC III,CoP23 - IDI_Masaka Wakiso Region,gVvQJ4lgGup,GlyS73YI733,Masaka City,Kimaanya-Kabonera Division,Bukoto HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,8,3,5,0,0,0,0,0,2,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,3,0,4,0
South Central,Kalungu District,Bukulula Subcounty,DFuALUpGId9,Bukulula HC IV,CoP23 - IDI_Masaka Wakiso Region,bjeTHl5ksbC,DFuALUpGId9,Kalungu District,Bukulula Subcounty,Bukulula HC IV,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,24,11,13,0,3,3,3,3,1,3,1,2,3,0,1,0,0,0,1,4,0,0,4,0,0,0,0,2,22,24,0,0,0,0,0,1,0,0,0,8,0,8,1
South Central,Butambala District,Bulo Subcounty,laPnCXSZ0Oo,Bulo HC III,CoP23 - IDI_Masaka Wakiso Region,wLHVEI7kCTY,laPnCXSZ0Oo,Butambala District,Bulo Subcounty,Bulo HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,37,11,26,0,0,0,1,4,2,1,2,2,4,2,6,2,4,0,7,1,0,0,1,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,4,31
South Central,Mpigi District,Buwama Subcounty,X1RkzMg2Hn1,Bunjako HC III,CoP23 - IDI_Masaka Wakiso Region,o0Om1J5ph6k,X1RkzMg2Hn1,Mpigi District,Buwama Subcounty,Bunjako HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,70,34,36,4,4,8,12,9,8,9,5,2,4,1,3,0,0,1,0,6,0,0,6,0,0,0,0,9,61,70,0,0,0,0,0,0,0,58,0,1,0,1,4
South Central,Wakiso District,Bussi Subcounty,tBl4WduwWRw,Bussi HC III,CoP23 - IDI_Masaka Wakiso Region,LKxskPQJxRK,tBl4WduwWRw,Wakiso District,Bussi Subcounty,Bussi HC III,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
South Central,Bukomansimbi District,Butenga Subcounty,gBVBGJ2p9b3,Butenga HC IV,CoP23 - IDI_Masaka Wakiso Region,PTMmY6oz61Q,gBVBGJ2p9b3,Bukomansimbi District,Butenga Town Council,Butenga HC IV,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,73,39,34,4,3,15,3,7,4,5,3,2,6,5,7,1,1,0,7,36,0,0,36,0,0,0,0,9,64,69,0,0,0,0,0,9,0,0,1,7,0,6,6
South Central,Mpigi District,Kammengo Subcounty,Co0DLFVgmGz,Butoolo HC III,CoP23 - IDI_Masaka Wakiso Region,HjmqulZFuHE,Co0DLFVgmGz,Mpigi District,Kammengo Subcounty,Butoolo HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,161,83,78,1,1,8,7,32,18,22,23,17,13,1,10,1,1,1,5,66,0,0,66,0,0,0,0,0,161,161,0,0,0,0,0,50,0,43,0,0,0,2,0
South Central,Mpigi District,Buwama Town Council,Vi3ibjRtMzU,Buwama HC III,CoP23 - IDI_Masaka Wakiso Region,Faz1Wonrz3Q,Vi3ibjRtMzU,Mpigi District,Buwama Town Council,Buwama HC III,IDI_Masaka_Wakiso Region,87029,CDC,Oct-Dec 2024,,,136,76,60,9,3,32,19,13,8,11,7,7,7,1,6,1,3,2,7,48,0,0,48,0,0,15,15,99,37,136,0,0,0,0,1,53,0,0,0,3,0,6,0
